,,,,,,,,,,,利用開始月,2025-01,2025-01,2025-01,2025-01,2025-02,2025-02,2025-02,2025-02,2025-03,2025-03,2025-03,2025-03,2025-04,2025-04,2025-04,2025-04,2025-05,2025-05,2025-05,2025-05,2025-06,2025-06,2025-06,2025-06,2025-07,2025-07,2025-07,2025-07,2025-08,2025-08,2025-08,2025-08
2000249,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-05,2028-12-04,Echika fit銀座,PicoManager スタンダードプラン 6年,スタンダード,PCWL-0400,良品計画様向け（Echika fit銀座）,667,1,667,1,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0
2000235,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-11-28,2028-11-27,MUJIcom武蔵野美術大学,PicoManager スタンダードプラン 6年,スタンダード,PCWL-0400,良品計画様向け（MUJIcom武蔵野美術大学）,2001,3,2001,3,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0
2000234,西尾レントオール株式会社,PicoManager,PM_レンタルパック,継続課金,2022-11-16,2025-10-15,,,,,,49500,50,49500,50,49500,50,0,0,49500,50,0,0,49500,50,0,0,49500,50,0,0,49500,50,0,0,49500,50,0,0,49500,50,0,0
2000231-3,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【3年】PM_スタンダード,継続課金,2023-01-10,2026-01-09,東亜工業様向け,,,,東亜工業様向け,4788,7,4788,7,4788,7,0,0,4788,7,0,0,4788,7,0,0,4788,7,0,0,4788,7,0,0,4788,7,0,0,4788,7,0,0
2000230-1,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【3年】PM_スタンダード,継続課金,2023-01-10,2026-01-09,東亜工業様向け,,,,東亜工業様向け,12996,19,12996,19,12996,19,0,0,12996,19,0,0,12996,19,0,0,12996,19,0,0,12996,19,0,0,12996,19,0,0,12996,19,0,0
2000229-3,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【3年】PM_スタンダード,継続課金,2023-01-10,2026-01-09,東亜工業様向け,,,,東亜工業様向け,6840,10,6840,10,6840,10,0,0,6840,10,0,0,6840,10,0,0,6840,10,0,0,6840,10,0,0,6840,10,0,0,6840,10,0,0
2000165,岡三情報システム,ケーブルいらず,【５年】ケーブルいらず,継続課金,2022-12-01,2027-11-30,福岡4台 京都3台,,,,,17500,7,17500,7,17500,7,0,0,17500,7,0,0,17500,7,0,0,17500,7,0,0,17500,7,0,0,17500,7,0,0,17500,7,0,0
2000137,エクシオグループ株式会社,保守,保守＿PCWL0400,継続課金,2022-11-01,2026-10-31,那須烏山市（ドコモ栃木支店,那須烏山市（ドコモ栃木支店）様向け,,,那須烏山市（ドコモ栃木支店,2250,2,2250,2,2250,2,0,0,2250,2,0,0,2250,2,0,0,2250,2,0,0,2250,2,0,0,2250,2,0,0,2250,2,0,0
2000122,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-10-13,2028-10-12,ＦＵＪＩ善行,良品計画様向け（ＦＵＪＩ善行）,スタンダード,PCWL-0400,良品計画様向け（ＦＵＪＩ善行）,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2000121,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-10-13,2028-10-12,MUJIcom相鉄星川,良品計画様向け（MUJIcom相鉄星川）,,PCWL-0400,良品計画様向け（MUJIcom相鉄星川）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2000120,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-10-13,2028-10-12,ＳＡ＿アルビス北安田,良品計画様向け（ＳＡ＿アルビス北安田）,スタンダード,PCWL-0400,良品計画様向け（ＳＡ＿アルビス北安田）,4002,6,4002,6,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0
2000119,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-10-13,2028-10-12,イオンモール大和郡山,良品計画様向け（イオンモール大和郡山）,スタンダード,PCWL-0400,良品計画様向け（イオンモール大和郡山）,4002,6,4002,6,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0
2000118,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-10-13,2028-10-12,フレスト松井山手,良品計画様向け（フレスト松井山手）,スタンダード,PCWL-0400,良品計画様向け（フレスト松井山手）,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2000117,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-10-13,2028-10-12,ゆめタウン徳山,良品計画様向け（ゆめタウン徳山）,,PCWL-0400,良品計画様向け（ゆめタウン徳山）,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2000116,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-10-13,2028-10-12,ヨークベニマル塩釜舟入,良品計画様向け（ヨークベニマル塩釜舟入）,スタンダード,PCWL-0400,良品計画様向け（ヨークベニマル塩釜舟入）,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2000090,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-10-06,2028-10-05,大仙イーストモール,良品計画様向け（大仙イーストモール）,スタンダード,PCWL-0400,良品計画様向け（大仙イーストモール）,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2000089,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-10-06,2028-10-05,ヨークベニマル東根,良品計画様向け（ヨークベニマル東根）,スタンダード,PCWL-0400,良品計画様向け（ヨークベニマル東根）,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2000088,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-10-06,2028-10-05,サンシャインシティアルパ,良品計画様向け（サンシャインシティアルパ）,スタンダード,PCWL-0400,良品計画様向け（サンシャインシティアルパ）,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2000087,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-10-06,2028-10-05,キッピーモール三田,良品計画様向け（キッピーモール三田）,スタンダード,PCWL-0400,良品計画様向け（キッピーモール三田）,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2000086,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-10-06,2028-10-05,イオンモール倉敷,良品計画様向け（イオンモール倉敷）,,PCWL-0400,良品計画様向け（イオンモール倉敷）,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2000085,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-10-06,2028-10-05,アル・プラザ敦賀,良品計画様向け（アル・プラザ敦賀）,,PCWL-0400,良品計画様向け（アル・プラザ敦賀）,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2000084,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-10-06,2028-10-05,アトレ川越,良品計画様向け（アトレ川越）,,PCWL-0400,良品計画様向け（アトレ川越）,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2000083,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-10-06,2028-10-05,SA_ツルヤ安曇野穂高,良品計画様向け（SA_ツルヤ安曇野穂高）,,PCWL-0400,良品計画様向け（SA_ツルヤ安曇野穂高）,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2000040,西尾レントオール株式会社,PicoManager,【3年】PM_スタンダード,継続課金,2022-09-27,2025-09-26,芦森エンジニアリング,,,,,2736,4,2736,4,2736,4,0,0,2736,4,0,0,2736,4,0,0,2736,4,0,0,2736,4,0,0,2736,4,0,0,2736,4,0,0
2000034-1,加賀電子株式会社,保守,保守＿PCWL0410,継続課金,2022-09-21,2028-09-20,ソルネット,,,PCWL-0410,,3200,2,3200,2,3200,2,0,0,3200,2,0,0,3200,2,0,0,3200,2,0,0,3200,2,0,0,3200,2,0,0,3200,2,0,0
2000034,加賀電子株式会社,保守,保守＿PCWL0410,継続課金,2022-09-21,2028-09-20,ソルネット,,,PCWL-0410,,1600,1,1600,1,1600,1,0,0,1600,1,0,0,1600,1,0,0,1600,1,0,0,1600,1,0,0,1600,1,0,0,1600,1,0,0
2000023,株式会社エレベーターシステムズ,ケーブルいらず,【２年】ケーブルいらず,継続課金,2022-10-05,2025-10-04,,,,,,10000,2,10000,2,10000,2,0,0,10000,2,0,0,10000,2,0,0,10000,2,0,0,10000,2,0,0,10000,2,0,0,10000,2,0,0
1944,協和エクシオ株式会社,PicoManager,PM＿デモ機用エンタープライズ,継続課金,2021-09-01,2025-08-31,,"デモ機用ピコマネ　6台（10,800円×6台×4年）2021年9月スタート",エンタープライズ,,協和エクシオ株式会社,5400,6,5400,6,5400,6,0,0,5400,6,0,0,5400,6,0,0,5400,6,0,0,5400,6,0,0,5400,6,0,0,5400,6,0,0
1938,協和エクシオ株式会社,保守,保守＿PCWL0400,継続課金,2021-08-11,2026-08-10,,ネットチャート向けPCWL-0400引取り修理（無償1年+4年）×9台,引取,,ネットチャート,8100,9,8100,9,8100,9,0,0,8100,9,0,0,8100,9,0,0,8100,9,0,0,8100,9,0,0,8100,9,0,0,8100,9,0,0
1884,西尾レントオール株式会社,PicoManager,PM_レンタルパック,継続課金,2021-06-16,2025-10-15,,PicoManagerのレンタルAパック＠990円　PCWL-410 51台分,レンタルパックA,PCWL-0410,,50490,51,50490,51,50490,51,0,0,50490,51,0,0,50490,51,0,0,50490,51,0,0,50490,51,0,0,50490,51,0,0,50490,51,0,0
1880,岡三情報システム,ケーブルいらず,【５年】ケーブルいらず,継続課金,2021-07-30,2026-07-29,日本橋,,,,,5000,2,5000,2,5000,2,0,0,5000,2,0,0,5000,2,0,0,5000,2,0,0,5000,2,0,0,5000,2,0,0,5000,2,0,0
1871,西尾レントオール株式会社,PicoManager,PM_レンタルパック,継続課金,2021-06-16,2025-10-15,,PicoManagerのレンタルAパック＠990円　PCWL-410 51台分,レンタルパックA,PCWL-0410,,50490,51,50490,51,50490,51,0,0,50490,51,0,0,50490,51,0,0,50490,51,0,0,50490,51,0,0,50490,51,0,0,50490,51,0,0
1846,西尾レントオール株式会社,PicoManager,PM_レンタルパック,継続課金,2021-05-16,2025-10-15,,PicoManagerのレンタルAパック＠990円　PCWL-410 31台分,レンタルパックA,PCWL-0410,,30690,31,30690,31,30690,31,0,0,30690,31,0,0,30690,31,0,0,30690,31,0,0,30690,31,0,0,30690,31,0,0,30690,31,0,0
1836,岡三情報システム,ケーブルいらず,【５年】ケーブルいらず,継続課金,2021-06-02,2026-06-01,渋谷支店⇒梅田支店,,,,,2500,1,2500,1,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0
1811,岡三情報システム,ケーブルいらず,【５年】ケーブルいらず,継続課金,2021-06-02,2026-06-01,大阪支店,,,,,2500,1,2500,1,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0
1794,岡三情報システム,ケーブルいらず,【５年】ケーブルいらず,継続課金,2021-04-16,2026-04-15,拠点43か所,,,,,270000,108,270000,108,270000,108,0,0,270000,108,0,0,270000,108,0,0,270000,108,0,0,270000,108,0,0,270000,108,0,0,270000,108,0,0
1766,岡三情報システム,ケーブルいらず,【５年】ケーブルいらず,継続課金,2021-04-16,2026-04-15,京都支店,,,,,10000,4,10000,4,10000,4,0,0,10000,4,0,0,10000,4,0,0,10000,4,0,0,10000,4,0,0,10000,4,0,0,10000,4,0,0
1729,岡三情報システム,ケーブルいらず,【２年】ケーブルいらず,継続課金,2021-04-16,2025-04-15,浅草橋支店,,,,,3160,1,3160,1,3160,1,0,0,3160,1,0,0,0,1,-3160,0,,,0,-1,,,,,,,,,,,,
1722,西尾レントオール株式会社,PicoManager,PM_レンタルパック,継続課金,2021-02-16,2025-10-15,,PicoManagerのレンタルAパック＠990円　PCWL-410 60台分,レンタルパックA,PCWL-0410,,59400,60,59400,60,59400,60,0,0,59400,60,0,0,59400,60,0,0,59400,60,0,0,59400,60,0,0,59400,60,0,0,59400,60,0,0
1704,西尾レントオール株式会社,PicoManager,PM_レンタルパック,継続課金,2021-02-16,2025-10-15,,PicoManagerのレンタルAパック＠990円　ウェイブガイド　6台,レンタルパックA,,,5940,6,5940,6,5940,6,0,0,5940,6,0,0,5940,6,0,0,5940,6,0,0,5940,6,0,0,5940,6,0,0,5940,6,0,0
1681,西尾レントオール株式会社,PicoManager,PM_レンタルパック,継続課金,2021-01-16,2025-10-15,,PicoManagerのレンタルAパック＠990円　ウェイブガイド　2台,レンタルパックA,,,1980,2,1980,2,1980,2,0,0,1980,2,0,0,1980,2,0,0,1980,2,0,0,1980,2,0,0,1980,2,0,0,1980,2,0,0
1670,西尾レントオール株式会社,PicoManager,PM_レンタルパック,継続課金,2021-01-16,2025-10-15,,PicoManagerのレンタルAパック＠990円　PCWL-410 25台分,レンタルパックA,PCWL-0410,,24750,25,24750,25,24750,25,0,0,24750,25,0,0,24750,25,0,0,24750,25,0,0,24750,25,0,0,24750,25,0,0,24750,25,0,0
1652,西尾レントオール株式会社,PicoManager,PM_レンタルパック,継続課金,2021-01-16,2025-10-15,,PicoManagerのレンタルAパック＠990円　PCWL-410　2台分,レンタルパックA,PCWL-0410,,1980,2,1980,2,1980,2,0,0,1980,2,0,0,1980,2,0,0,1980,2,0,0,1980,2,0,0,1980,2,0,0,1980,2,0,0
1641,西尾レントオール株式会社,PicoManager,PM_レンタルパック,継続課金,2020-12-16,2025-10-15,,PicoManagerのレンタルAパック＠990円　PCWL-410　30台分,レンタルパックA,PCWL-0410,,29700,30,29700,30,29700,30,0,0,29700,30,0,0,29700,30,0,0,29700,30,0,0,29700,30,0,0,29700,30,0,0,29700,30,0,0
1608,西尾レントオール株式会社,PicoManager,PM_レンタルパック,継続課金,2020-11-16,2025-10-15,,PicoManagerのレンタルAパック＠990円　PCWL-410　30台分,レンタルパックA,PCWL-0410,,29700,30,29700,30,29700,30,0,0,29700,30,0,0,29700,30,0,0,29700,30,0,0,29700,30,0,0,29700,30,0,0,29700,30,0,0
1606,協和エクシオ株式会社,保守,保守＿PCWL0400,継続課金,2020-12-17,2025-12-16,,（ネットチャート）引取り修理13台×プラス4年,引取,,京都愛宕ゆうこうの郷,11700,13,11700,13,11700,13,0,0,11700,13,0,0,11700,13,0,0,11700,13,0,0,11700,13,0,0,11700,13,0,0,11700,13,0,0
1605,西尾レントオール株式会社,PicoManager,PM_レンタルパック,継続課金,2020-11-16,2025-10-15,,PicoManagerのレンタルAパック＠990円　PCWL-410　30台分,レンタルパックA,PCWL-0410,,4950,5,4950,5,4950,5,0,0,4950,5,0,0,4950,5,0,0,4950,5,0,0,4950,5,0,0,4950,5,0,0,4950,5,0,0
1596,西尾レントオール株式会社,PicoManager,PM_レンタルパック,継続課金,2020-11-16,2025-10-15,,PicoManagerのレンタルAパック＠990円　PCWL-400 46台,レンタルパックA,PCWL-0400,,45540,46,45540,46,45540,46,0,0,45540,46,0,0,45540,46,0,0,45540,46,0,0,45540,46,0,0,45540,46,0,0,45540,46,0,0
1567,加賀電子株式会社,保守,保守＿PCWL0400,継続課金,2020-12-01,2026-11-30,,引き取り修理?5年(1台2026年12月終了）,引取,,阪急阪神エクスプレス,875,1,875,1,875,1,0,0,875,1,0,0,875,1,0,0,875,1,0,0,875,1,0,0,875,1,0,0,875,1,0,0
1520,加賀電子株式会社,保守,保守＿PCWL0400,継続課金,2020-12-01,2026-11-30,,引き取り修理?5年( 7台2026年　11月終了）,引取,,阪急阪神エクスプレス,6125,7,6125,7,6125,7,0,0,6125,7,0,0,6125,7,0,0,6125,7,0,0,6125,7,0,0,6125,7,0,0,6125,7,0,0
1516,西尾レントオール株式会社,PicoManager,PM_レンタルパック,継続課金,2020-09-16,2025-10-15,,Picomanager　レンタルAパック@990円　4０台,レンタルパックA,,,39600,40,39600,40,39600,40,0,0,39600,40,0,0,39600,40,0,0,39600,40,0,0,39600,40,0,0,39600,40,0,0,39600,40,0,0
1321,西尾レントオール株式会社,PicoManager,PM_レンタルパック,継続課金,2020-03-16,2025-10-15,,Picomanager　レンタルAパック@990円　２３０台,レンタルパックA,,,227700,230,227700,230,227700,230,0,0,227700,230,0,0,227700,230,0,0,227700,230,0,0,227700,230,0,0,227700,230,0,0,227700,230,0,0
1229,加賀電子株式会社,保守,保守＿PCWL0400,継続課金,2019-11-06,2025-11-05,,引き取り修理＋5年　4台,引取,,加賀ソルネット,3500,4,3500,4,3500,4,0,0,3500,4,0,0,3500,4,0,0,3500,4,0,0,3500,4,0,0,3500,4,0,0,3500,4,0,0
1218_2,福岡国際空港株式会社,保守,保守＿PCWL0400,継続課金,2020-03-01,2025-02-28,,"（保守料2台/単価70,000トータル5年",交換,,,2334,2,2334,2,2334,2,0,0,,,-2334,-2,,,,,,,,,,,,,,,,,,,,
1218,福岡国際空港株式会社,保守,保守＿PCWL0400,継続課金,2020-03-01,2025-02-28,,"（保守料８台単価35,000/トータル5年）",交換,,,4672,8,4672,8,4672,8,0,0,,,-4672,-8,,,,,,,,,,,,,,,,,,,,
102571-1,岡三情報システム,ケーブルいらず,【５年】ケーブルいらず,継続課金,2022-08-01,2027-07-31,自由が丘サテライトプレイス,,,,,2500,1,2500,1,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0
1002772,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-08-31,2028-08-30,天満屋ハピータウン岡北分,良品計画様向け（天満屋ハピータウン岡北分）　PCWL-0400×6、PicoManagerスタンダードプラン6年×6　4081307801,,PCWL-0400,良品計画様向け（天満屋ハピータウン岡北分）,4002,6,4002,6,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,,,-4002,-6
1002771,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-08-31,2028-08-30,SA_アルビス羽咋宝達志水分,良品計画様向け（SA_アルビス羽咋宝達志水分）　PCWL-0400×4、PicoManagerスタンダードプラン6年×4　4081307701,,PCWL-0400,良品計画様向け（SA_アルビス羽咋宝達志水分）,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,,,-2668,-4
1002770,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-08-31,2028-08-30,コープさっぽろ桑園分,良品計画様向け（コープさっぽろ桑園分）　PCWL-0400×3、PicoManagerスタンダードプラン6年×3　4081307601,,PCWL-0400,良品計画様向け（コープさっぽろ桑園分）,2001,3,2001,3,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,,,-2001,-3
1002769,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-08-31,2028-08-30,かみしんプラザ分,良品計画様向け（かみしんプラザ分）　PCWL-0400×3、PicoManagerスタンダードプラン6年×3　4081307501,,PCWL-0400,良品計画様向け（かみしんプラザ分）,2001,3,2001,3,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,,,-2001,-3
